"Event H-ID","Character(s) Present H-ID",rec_Title
2028,2029|2030|2031|2032|2034,"College students of Shikarpur - Unknown Alias: None
in ""Neighbours""|Hindu seths - Unknown Alias: None
in ""Neighbours""|Muslim zamindars - Unknown Alias: None
in ""Neighbours""|Sons of Hindu seths - Unknown Alias: None
in ""Neighbours""|Sons of Muslim Zamindars - Unknown Alias: None
in ""Neighbours"""
2036,2034|2032,"Sons of Muslim Zamindars - Unknown Alias: None
in ""Neighbours""|Sons of Hindu seths - Unknown Alias: None
in ""Neighbours"""
2037,2032|2034,"Sons of Hindu seths - Unknown Alias: None
in ""Neighbours""|Sons of Muslim Zamindars - Unknown Alias: None
in ""Neighbours"""
2039,2040|2041,"First man who believes in Bolshevism - Unknown Alias: None
in ""Neighbours""|Second man who believes in bolshevism - Unknown Alias: None
in ""Neighbours"""
2042,2011|2013,"Barber - Khanu Alias: None
in ""Neighbours""|Seth - Shyam Das Alias: None
in ""Neighbours"""
2043,2044,"Seth Shyam Das' son - Unknown Alias: None
in ""Neighbours"""
2046,2011,"Barber - Khanu Alias: None
in ""Neighbours"""
2048,2011,"Barber - Khanu Alias: None
in ""Neighbours"""
2049,2011|2051|2052,"Barber - Khanu Alias: None
in ""Neighbours""|Khanu's Hindu friends - Unknown Alias: None
in ""Neighbours""|Singer - Bhagat Alias: None
in ""Neighbours"""
2053,2052,"Singer - Bhagat Alias: None
in ""Neighbours"""
2056,2011,"Barber - Khanu Alias: None
in ""Neighbours"""
2057,2011,"Barber - Khanu Alias: None
in ""Neighbours"""
2059,2011|2061,"Barber - Khanu Alias: None
in ""Neighbours""|People leaving Shikarpur - Unknown Alias: None
in ""Neighbours"""
2062,2061|2011,"People leaving Shikarpur - Unknown Alias: None
in ""Neighbours""|Barber - Khanu Alias: None
in ""Neighbours"""
2063,2011|2065|2066|2068,"Barber - Khanu Alias: None
in ""Neighbours""|Fisherwomen - Unknown Alias: None
in ""Neighbours""|Khanu's wife - Jeebal Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours"""
2070,2011|2068|2066,"Barber - Khanu Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours""|Khanu's wife - Jeebal Alias: None
in ""Neighbours"""
2071,2011|2068,"Barber - Khanu Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours"""
2072,2011|2066|2068,"Barber - Khanu Alias: None
in ""Neighbours""|Khanu's wife - Jeebal Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours"""
2073,2011|2068,"Barber - Khanu Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours"""
2074,2068|2011,"Pesu Ram's mother - Unknown Alias: None
in ""Neighbours""|Barber - Khanu Alias: None
in ""Neighbours"""
2075,2068|2011,"Pesu Ram's mother - Unknown Alias: None
in ""Neighbours""|Barber - Khanu Alias: None
in ""Neighbours"""
2076,2066|2068,"Khanu's wife - Jeebal Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours"""
2077,2011|2068,"Barber - Khanu Alias: None
in ""Neighbours""|Pesu Ram's mother - Unknown Alias: None
in ""Neighbours"""
2079,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2080,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2081,1726,"Unkonwn - Old Villagers Alias: None
in ""Weeds"""
2082,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2083,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2084,1728,"Unknown - Refugees Alias: None
in ""Weeds"""
2085,1726,"Unkonwn - Old Villagers Alias: None
in ""Weeds"""
2086,1727|1726,"Unknown - New Villagers Alias: None
in ""Weeds""|Unkonwn - Old Villagers Alias: None
in ""Weeds"""
2087,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2088,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2089,1726|1727,"Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2090,1731|1729,"Jat Family - Young Jat's Father Alias: None
in ""Weeds""|Jat Family - Young Jat Alias: None
in ""Weeds"""
2091,1731|1737,"Jat Family - Young Jat's Father Alias: None
in ""Weeds""|Unknown - Migrants Alias: None
in ""Weeds"""
2092,1734|1726|1727,"Unknown - Tahsildar Alias: None
in ""Weeds""|Unkonwn - Old Villagers Alias: None
in ""Weeds""|Unknown - New Villagers Alias: None
in ""Weeds"""
2093,1738|1744|1742,"Unknown - Narrator Alias: None
in ""Weeds""|Unknown - Indian Army Unit Alias: None
in ""Weeds""|Unknown - Pakistani Officers Alias: None
in ""Weeds"""
2094,1748|1738,"Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds""|Unknown - Narrator Alias: None
in ""Weeds"""
2095,1738|1742|1744,"Unknown - Narrator Alias: None
in ""Weeds""|Unknown - Pakistani Officers Alias: None
in ""Weeds""|Unknown - Indian Army Unit Alias: None
in ""Weeds"""
2096,1746|1764,"Unknown - Thanedar Alias: None
in ""Weeds""|Unknown - Government Officers Alias: None
in ""Weeds"""
2097,1746|1761|1738,"Unknown - Thanedar Alias: None
in ""Weeds""|Unknown - Villagers Alias: None
in ""Weeds""|Unknown - Narrator Alias: None
in ""Weeds"""
2098,1738|1748,"Unknown - Narrator Alias: None
in ""Weeds""|Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2099,1748|1738,"Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds""|Unknown - Narrator Alias: None
in ""Weeds"""
2100,1738|1748,"Unknown - Narrator Alias: None
in ""Weeds""|Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2101,1748|1738,"Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds""|Unknown - Narrator Alias: None
in ""Weeds"""
2102,1738|1748,"Unknown - Narrator Alias: None
in ""Weeds""|Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2103,1738|1748,"Unknown - Narrator Alias: None
in ""Weeds""|Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2104,1738|1748,"Unknown - Narrator Alias: None
in ""Weeds""|Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2105,1748,"Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2106,1748|1738,"Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds""|Unknown - Narrator Alias: None
in ""Weeds"""
2107,1738|1748,"Unknown - Narrator Alias: None
in ""Weeds""|Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds"""
2108,1748|1738,"Numbredar's Family - Wife of Numbredar Alias: None
in ""Weeds""|Unknown - Narrator Alias: None
in ""Weeds"""
2109,1738,"Unknown - Narrator Alias: None
in ""Weeds"""
2110,1912,"Children in Halima's Home - Unknown Alias: None
in ""Childishness"""
2112,1256|1260,"Habib - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness"""
2113,1280,"Meher - Unknown Alias: None
in ""Childishness"""
2114,2115,"Neighbours - Unknown Alias: None
in ""Childishness"""
2116,1284|1285,"Joint Secretaries of the Peace Committee - Unknown Alias: None
in ""Childishness""|Volunteers - Unknown Alias: None
in ""Childishness"""
2117,1286|1287,"Soldiers - Unknown Alias: None
in ""Childishness""|Policemen - Unknown Alias: None
in ""Childishness"""
2118,1286,"Soldiers - Unknown Alias: None
in ""Childishness"""
2120,1256|1260,"Habib - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness"""
2121,1268,"Tarapada's aunt - Unknown Alias: None
in ""Childishness"""
2122,1256|1260,"Habib - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness"""
2123,1256|1260|1255|1268|1258|1281|1253|1254,"Habib - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness""|Tarapada's aunt - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Nurunnisa - Unknown Alias: Meher's father's wedded wife
in ""Childishness""|Tarapada - Unknown Alias: None
in ""Childishness""|Nasiruddin - Unknown Alias: Nasir
in ""Childishness"""
2124,1255|1258|1260|1256|1268,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness""|Tarapada's aunt - Unknown Alias: None
in ""Childishness"""
2125,1255|1258|1260|1256,"Indira - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness"""
2126,1277|2115,"Joint Peace Committee - Unknown Alias: None
in ""Childishness""|Neighbours - Unknown Alias: None
in ""Childishness"""
2127,1256,"Habib - Unknown Alias: None
in ""Childishness"""
2128,1260,"Gita - Unknown Alias: None
in ""Childishness"""
2130,1253|1254|2115,"Tarapada - Unknown Alias: None
in ""Childishness""|Nasiruddin - Unknown Alias: Nasir
in ""Childishness""|Neighbours - Unknown Alias: None
in ""Childishness"""
2131,1254|1253|2115,"Nasiruddin - Unknown Alias: Nasir
in ""Childishness""|Tarapada - Unknown Alias: None
in ""Childishness""|Neighbours - Unknown Alias: None
in ""Childishness"""
2132,1277|1284|1285|2115,"Joint Peace Committee - Unknown Alias: None
in ""Childishness""|Joint Secretaries of the Peace Committee - Unknown Alias: None
in ""Childishness""|Volunteers - Unknown Alias: None
in ""Childishness""|Neighbours - Unknown Alias: None
in ""Childishness"""
2133,1286,"Soldiers - Unknown Alias: None
in ""Childishness"""
2135,1256|1260,"Habib - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness"""
2136,1260|1256,"Gita - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness"""
2137,2115|1284,"Neighbours - Unknown Alias: None
in ""Childishness""|Joint Secretaries of the Peace Committee - Unknown Alias: None
in ""Childishness"""
2138,1286|1258|1255|1256|1260,"Soldiers - Unknown Alias: None
in ""Childishness""|Halima - Unknown Alias: None
in ""Childishness""|Indira - Unknown Alias: None
in ""Childishness""|Habib - Unknown Alias: None
in ""Childishness""|Gita - Unknown Alias: None
in ""Childishness"""
2139,1839|1837,"Darpan Singh's mother - Unnamed Alias: None
in ""The Champion of The People""|Darpan Singh's father - Unnamed Alias: None
in ""The Champion of The People"""
2141,1811,"Stall-keepers - Unnamed Alias: None
in ""The Champion of The People"""
2142,1810|1805,"Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2143,1810|1805,"Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2144,1840|1841,"Rice-searchers - Unnamed Alias: None
in ""The Champion of The People""|Policemen who let through 150 cows and buffaloes - Unnamed Alias: None
in ""The Champion of The People"""
2145,1810|1805,"Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2146,1848,"Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People"""
2147,1812|1837,"Singh - Darpan Alias: None
in ""The Champion of The People""|Darpan Singh's father - Unnamed Alias: None
in ""The Champion of The People"""
2148,1820,"Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People"""
2149,1843|1845,"Saoji's mother - Unnamed Alias: None
in ""The Champion of The People""|Darpan Singh's wife - Unnamed Alias: None
in ""The Champion of The People"""
2151,1845,"Darpan Singh's wife - Unnamed Alias: None
in ""The Champion of The People"""
2152,1845|1847,"Darpan Singh's wife - Unnamed Alias: None
in ""The Champion of The People""|Saoji's wife - Unnamed Alias: None
in ""The Champion of The People"""
2153,1841|1848,"Policemen who let through 150 cows and buffaloes - Unnamed Alias: None
in ""The Champion of The People""|Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People"""
2154,1849|1848|1810|1867,"Carters - Unnamed Alias: None
in ""The Champion of The People""|Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People""|Owns a food store in the Aruakhoa market - Mushar Alias: Saoji,Mushar Sao
in ""The Champion of The People""|Potential refugee from Malda - Sukdev Alias: None
in ""The Champion of The People"""
2155,1849|1805,"Carters - Unnamed Alias: None
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2156,1850,"Carter - Sirilal Alias: None
in ""The Champion of The People"""
2157,1850|1805,"Carter - Sirilal Alias: None
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2158,1805|1856,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Refugees from Dinajpur and Malda - Unnamed Alias: None
in ""The Champion of The People"""
2159,1805|1856|1811|2161,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Refugees from Dinajpur and Malda - Unnamed Alias: None
in ""The Champion of The People""|Stall-keepers - Unnamed Alias: None
in ""The Champion of The People""|The panwallah - Jadu Alias: None
in ""The Champion of The People"""
2162,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2163,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2164,1805|2165,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Cattle-herders - Unnamed Alias: None
in ""The Champion of The People"""
2166,1859|1857|1862|1860,"Unknown - Hanif Alias: None
in ""The Champion of The People""|Unknown - Iqbal Alias: None
in ""The Champion of The People""|Darpan Singh's son-in-law - Unnamed Alias: Jamaibabu
in ""The Champion of The People""|Darpan Singh's daughter - Unnamed Alias: Didimoni
in ""The Champion of The People"""
2167,1857|1862|1860|1863,"Unknown - Iqbal Alias: None
in ""The Champion of The People""|Darpan Singh's son-in-law - Unnamed Alias: Jamaibabu
in ""The Champion of The People""|Darpan Singh's daughter - Unnamed Alias: Didimoni
in ""The Champion of The People""|Darpan Singh's grandson - Khoka Alias: Khokababu
in ""The Champion of The People"""
2168,1857|1862|1860|1863,"Unknown - Iqbal Alias: None
in ""The Champion of The People""|Darpan Singh's son-in-law - Unnamed Alias: Jamaibabu
in ""The Champion of The People""|Darpan Singh's daughter - Unnamed Alias: Didimoni
in ""The Champion of The People""|Darpan Singh's grandson - Khoka Alias: Khokababu
in ""The Champion of The People"""
2170,2169,"Muslims from Purnea accompanying Iqbal - Unnamed Alias: None
in ""The Champion of The People"""
2171,1837,"Darpan Singh's father - Unnamed Alias: None
in ""The Champion of The People"""
2172,1837,"Darpan Singh's father - Unnamed Alias: None
in ""The Champion of The People"""
2173,1805|1848,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People"""
2174,1805|1833|1832,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Hindu group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People""|Muslim group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People"""
2175,1805|1832,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Muslim group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People"""
2176,1805|1832,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Muslim group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People"""
2177,1805|1833,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Hindu group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People"""
2178,1864|1865|2180,"Bilat's brother who works in a jute mill - Unnamed Alias: None
in ""The Champion of The People""|Bilat's brother's ten-year old son - Unnamed Alias: None
in ""The Champion of The People""|Village boys - Unnamed Alias: None
in ""The Champion of The People"""
2182,2180|1866|1805,"Village boys - Unnamed Alias: None
in ""The Champion of The People""|Relief workers - Unnamed Alias: None
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2183,1820|1835,"Ijaradar of the Aruakhoa market - Haji Alias: Haji Sahib,Ijaradar
in ""The Champion of The People""|Old guard of the ijaradar - Israel Alias: None
in ""The Champion of The People"""
2184,1812|1833|1832,"Singh - Darpan Alias: None
in ""The Champion of The People""|Hindu group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People""|Muslim group on one side of the bridge - Unnamed Alias: None
in ""The Champion of The People"""
2185,1866|1837,"Relief workers - Unnamed Alias: None
in ""The Champion of The People""|Darpan Singh's father - Unnamed Alias: None
in ""The Champion of The People"""
2186,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2187,1805|1848|1867,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Anxious citizens of Nagar - Unnamed Alias: None
in ""The Champion of The People""|Potential refugee from Malda - Sukdev Alias: None
in ""The Champion of The People"""
2188,1816,"Gossain - Pora Alias: None
in ""The Champion of The People"""
2189,1805|1827,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Rajbanshis - Unnamed Alias: None
in ""The Champion of The People"""
2190,1805|1816,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People""|Gossain - Pora Alias: None
in ""The Champion of The People"""
2191,1831,"Refugees at Aruakhoa - Unnamed Alias: None
in ""The Champion of The People"""
2193,1857|1869,"Unknown - Iqbal Alias: None
in ""The Champion of The People""|Insults Iqbal over Pakistan flag - Ramji Alias: Ramji Sao
in ""The Champion of The People"""
2194,1857,"Unknown - Iqbal Alias: None
in ""The Champion of The People"""
2195,1859,"Unknown - Hanif Alias: None
in ""The Champion of The People"""
2196,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2197,2169,"Muslims from Purnea accompanying Iqbal - Unnamed Alias: None
in ""The Champion of The People"""
2198,2169|1814|1805,"Muslims from Purnea accompanying Iqbal - Unnamed Alias: None
in ""The Champion of The People""|Rice-seller from Mirpur - Acchimaddi Alias: None
in ""The Champion of The People""|Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2199,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2200,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2201,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2202,1805,"Local agent of Johurmal Dokania - Munim Alias: Munim Sahib,Munimji
in ""The Champion of The People"""
2268,2269,"Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2270,2269,"Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2271,2269,"Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2272,2269,"Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2273,2275,"Unknown - Unnamed Alias: Inhabitants of Lahore
in ""A Holy War"""
2276,2206,"Unknown - Unnamed Alias: Hindu families in Gangu ki Gali
in ""A Holy War"""
2277,2207,"Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2278,2208|2209|2210|2211,"Unnamed - Niyamat Alias: the tailor
in ""A Holy War""|Unnamed - Rashid Alias: the metal-worker
in ""A Holy War""|Unnamed - Nazzu Alias: the lace-maker
in ""A Holy War""|Unnamed - Latif Alias: the printer
in ""A Holy War"""
2279,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2280,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2281,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2282,2213|2214,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Ramesh Alias: Nasru's rival in singing
in ""A Holy War"""
2283,2214|2284,"Unnamed - Ramesh Alias: Nasru's rival in singing
in ""A Holy War""|Unknown - Unnamed Alias: Family of Ramesh
in ""A Holy War"""
2285,2214|2213,"Unnamed - Ramesh Alias: Nasru's rival in singing
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2286,2206,"Unknown - Unnamed Alias: Hindu families in Gangu ki Gali
in ""A Holy War"""
2287,2217,"Unknown - Unnamed Alias: Muslim shopkeepers of Sayyidmittha Bazaar
in ""A Holy War"""
2288,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2289,2212|2218|2219|2220|2221|2222,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unknown - Unnamed Alias: Children of the lane
in ""A Holy War""|Unknown - Unnamed Alias: Young men of the lane
in ""A Holy War""|Unknown - Unnamed Alias: Young women of the lane
in ""A Holy War""|Unknown - Unnamed Alias: Wives and daughters of the neighbourhood
in ""A Holy War""|Boys of the lane - Unnamed Alias: None
in ""A Holy War"""
2290,2212|2223|2291|2206,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Karamchand Alias: Hindu who confronts Fazzay,maliko,Badshahoh
in ""A Holy War""|Unnamed - Harcharan Alias: Merchant
in ""A Holy War""|Unknown - Unnamed Alias: Hindu families in Gangu ki Gali
in ""A Holy War"""
2292,2224|2226,"Unnamed - Dharmchand Alias: seven year old brother of Karamchand
in ""A Holy War""|Unnamed - Rajesh Alias: younger brother of Ramesh
in ""A Holy War"""
2293,2213,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2294,2213|2212,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2295,2213|2212,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2296,2213|2212|2297|2221,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unknown - Unnamed Alias: Mother of Nasru
in ""A Holy War""|Unknown - Unnamed Alias: Wives and daughters of the neighbourhood
in ""A Holy War"""
2299,2213|2212,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2300,2246|2206,"Unknown - Unnamed Alias: Muslim Goondas
in ""A Holy War""|Unknown - Unnamed Alias: Hindu families in Gangu ki Gali
in ""A Holy War"""
2301,2206|2207,"Unknown - Unnamed Alias: Hindu families in Gangu ki Gali
in ""A Holy War""|Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2302,2207,"Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2303,2207|2232,"Unnamed - Moolan Alias: Tai
in ""A Holy War""|Unknown - Unnamed Alias: Three daughters of Moolan Tai
in ""A Holy War"""
2304,2234|2236,"Unknown - Unnamed Alias: Moolan Tai's husband
in ""A Holy War""|Brothers of Moolan Tai's husband - Unnamed Alias: None
in ""A Holy War"""
2305,2207,"Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2306,2207|2269,"Unnamed - Moolan Alias: Tai
in ""A Holy War""|Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2308,2207,"Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2309,2207|2212,"Unnamed - Moolan Alias: Tai
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2310,2212|2213|2269,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2311,2212|2269,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unknown - Unnamed Alias: Former inhabitants of the Gali
in ""A Holy War"""
2312,2246,"Unknown - Unnamed Alias: Muslim Goondas
in ""A Holy War"""
2313,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2315,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2316,2213|2246|2252,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unknown - Unnamed Alias: Muslim Goondas
in ""A Holy War""|Unknown - Unnamed Alias: Three dead Hindus on the road
in ""A Holy War"""
2317,2253|2318,"Unknown - Unnamed Alias: Contingents of Soldiers
in ""A Holy War""|Unknown - Unnamed Alias: Mobs of People
in ""A Holy War"""
2319,2212,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2320,2212|2254,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unknown - Unnamed Alias: The man who dies in Gangu ki Gali
in ""A Holy War"""
2321,2212,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2322,2253,"Unknown - Unnamed Alias: Contingents of Soldiers
in ""A Holy War"""
2323,2212,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2324,2212|2213,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War""|Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2325,2213,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War"""
2326,2213|2212,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2327,2213|2212,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2328,2212,"Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2329,2213|2207,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2330,2213|2207,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Moolan Alias: Tai
in ""A Holy War"""
2331,2213|2212,"Unnamed - Nasru Alias: Fazzay's son
in ""A Holy War""|Unnamed - Fazzay Alias: Mama,the dyer
in ""A Holy War"""
2334,1204|1206,"Unnamed - Akhtar's Mother Alias: None
in ""Parmeshwar Singh""|NA - People Helping Find Akhtar on the Caravan Alias: None
in ""Parmeshwar Singh"""
